100000;21;16;11
100100;21;16;11
011010;21;16;
001000;21;;
010000;11;;
010010;11;;
011000;21;16;
100101;21;16;11
000010;16;11;6
000000;16;11;6
101010;21;16;11
000010;16;11;6
100010;21;16;11
001100;;;
100110;21;16;11
